timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1679412102952,155,AWCP011 - 400 - Check valid -  cdnFileId required,400,,jobs/{id}/upload-cv 1-1,text,true,,351,550,1,1,http://13.229.198.3/jobs/1/upload-cv,155,0,74
1679412103107,159,AWCP011 - 400 - Check valid -  cdnFileId max length 36,400,,jobs/{id}/upload-cv 1-1,text,true,,376,587,1,1,http://13.229.198.3/jobs/1/upload-cv,159,0,75
1679412103266,142,AWCP011 - 400 - Check valid -  fileName max length 255,400,,jobs/{id}/upload-cv 1-1,text,true,,376,884,1,1,http://13.229.198.3/jobs/1/upload-cv,141,0,68
1679412103408,134,AWCP0011 - 401 - Check Headers - sso-api-key empty,401,,jobs/{id}/upload-cv 1-1,text,true,,357,246,1,1,http://13.229.198.3/jobs/1/upload-cv,134,0,64
1679412103543,70,AWCP0011 - 401 - Check Headers - sso-api-key incorrect,401,,jobs/{id}/upload-cv 1-1,text,true,,359,285,1,1,http://13.229.198.3/jobs/1/upload-cv,70,0,0
1679412103614,76,AWCP0011 - 401 - Check  Headers - org-id empty,401,,jobs/{id}/upload-cv 1-1,text,true,,352,295,1,1,http://13.229.198.3/jobs/1/upload-cv,76,0,0
1679412103691,64,AWCP0011 - 401 - Check Headers - sso-client empty,401,,jobs/{id}/upload-cv 1-1,text,true,,356,324,1,1,http://13.229.198.3/jobs/1/upload-cv,64,0,0
1679412103758,76,TearDown - Delete Table  WCP_CANDIDATE_HISTORY,200,OK,TearDown 1-1,text,true,,9,0,1,1,null,76,0,0
1679412103835,75,TearDown - Delete Table  WCP_CANDIDATE,200,OK,TearDown 1-1,text,true,,9,0,1,1,null,75,0,0
1679412103910,74,TearDown - Delete Table  WCP_JOB_POSTS,200,OK,TearDown 1-1,text,true,,10,0,1,1,null,74,0,0
1679412103984,74,TearDown - Delete Table  WCP_JOB_TYPE,200,OK,TearDown 1-1,text,true,,9,0,1,1,null,74,0,0
1679412104058,74,TearDown - Delete Table  ORG_INFO,200,OK,TearDown 1-1,text,true,,9,0,1,1,null,74,0,0
1679412104132,72,TearDown - Check Table - WCP_CANDIDATE_HISTORY,200,OK,TearDown 1-1,text,true,,8,0,1,1,null,72,0,0
1679412104205,72,TearDown - Check Table - WCP_CANDIDATE,200,OK,TearDown 1-1,text,true,,8,0,1,1,null,72,0,0
1679412104278,76,TearDown - Check Table - WCP_JOB_POSTS,200,OK,TearDown 1-1,text,true,,8,0,1,1,null,76,0,0
1679412104355,72,TearDown - Check Table - WCP_JOB_TYPE,200,OK,TearDown 1-1,text,true,,8,0,1,1,null,72,0,0
1679412104428,72,TearDown - Check Table - ORG_INFO,200,OK,TearDown 1-1,text,true,,8,0,1,1,null,72,0,0
