timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1679411997737,72,"AWCP009 - 200 - Check regionCode, pageSize",200,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,1112,303,1,1,http://13.229.198.3/jobs?regionCode=01&pageSize=10,72,0,0
1679411998563,74,"AWCP009 - 200 - Check jobTypeId, pageNo",200,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,3851,298,1,1,http://13.229.198.3/jobs?jobTypeId=1&pageNo=1,74,0,0
1679411999420,72,"AWCP009 - 200 - Check jobTypeId, pageSize",200,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,3851,301,1,1,http://13.229.198.3/jobs?jobTypeId=1&pageSize=10,72,0,0
1679412000225,73,"AWCP009 - 200 - Check pageNo, pageSize",200,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,3851,298,1,1,http://13.229.198.3/jobs?pageNo=1&pageSize=10,73,0,0
1679412001074,73,"AWCP009 - 200 - Check regionCode, jobTypeId, pageNo",200,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,1112,312,1,1,http://13.229.198.3/jobs?regionCode=01&jobTypeId=1&pageNo=1,73,0,0
1679412001999,79,"AWCP009 - 200 - Check regionCode, jobTypeId, pageSize",200,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,1112,315,1,1,http://13.229.198.3/jobs?regionCode=01&jobTypeId=1&pageSize=10,79,0,0
1679412002860,72,"AWCP009 - 200 - Check jobTypeId, pageNo, pageSize",200,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,3851,310,1,1,http://13.229.198.3/jobs?pageNo=1&jobTypeId=1&pageSize=10,71,0,0
1679412003699,74,"AWCP009 - 200 - Check regionCode, pageNo, pageSize",200,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,1112,312,1,1,http://13.229.198.3/jobs?regionCode=01&pageNo=1&pageSize=10,74,0,0
1679412004664,72,"AWCP009 - 200 - Check regionCode, jobTypeId, pageNo, pageSize",200,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,1112,324,1,1,http://13.229.198.3/jobs?regionCode=01&pageNo=1&pageSize=10&jobTypeId=1,72,0,0
1679412005573,75,AWCP009 - 400 - Check Valid - pageNo format integer,400,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,363,371,1,1,http://13.229.198.3/jobs?pageNo=1212e12eu1d192d,75,0,0
1679412005648,141,AWCP009 - 400 - Check Valid - pageNo min 1,400,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,357,357,1,1,http://13.229.198.3/jobs?pageNo=0,141,0,63
1679412005789,126,"AWCP009 - 400 - Check Valid - pageNo max 2,147,483,647",400,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,363,366,1,1,http://13.229.198.3/jobs?pageNo=2147483648,126,0,64
1679412005917,160,AWCP009 - 400 - Check Valid - pageSize format integer,400,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,365,372,1,1,http://13.229.198.3/jobs?pageSize=-9211d1kd12d21,159,0,79
1679412006077,142,AWCP009 - 400 - Check Valid - pageSize min 1,400,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,359,359,1,1,http://13.229.198.3/jobs?pageSize=0,141,0,71
1679412006219,129,AWCP009 - 400 - Check Valid - pageSize max 500,400,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,365,368,1,1,http://13.229.198.3/jobs?pageSize=2147483648,129,0,62
1679412006348,123,AWCP009 - 400 - Check Valid - jobTypeId format long,400,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,366,368,1,1,http://13.229.198.3/jobs?jobTypeId=d923fc23f,123,0,63
1679412006472,136,AWCP009 - 400 - Check Valid - jobTypeId min 0,400,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,360,361,1,1,http://13.229.198.3/jobs?jobTypeId=-1,136,0,68
1679412006609,134,"AWCP009 - 400 - Check Valid - jobTypeId max 9,223,372,036,854,775,807",400,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,366,378,1,1,http://13.229.198.3/jobs?jobTypeId=9223372036854775808,134,0,63
1679412006743,130,AWCP009 - 401 - Check Headers - sso-api-key empty,401,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,357,182,1,1,http://13.229.198.3/jobs,130,0,65
1679412006873,66,AWCP009 - 401 - Check Headers - sso-api-key incorrect,401,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,359,277,1,1,http://13.229.198.3/jobs,66,0,0
1679412006940,71,AWCP009 - 401 - Check  Headers - org-id empty,401,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,352,231,1,1,http://13.229.198.3/jobs,71,0,0
1679412007012,66,AWCP009 - 401 - Check Headers - sso-client empty,401,,/jobs?regionCode=&jobTypeId=&pageSize=&pageNo= 1-1,text,true,,356,260,1,1,http://13.229.198.3/jobs,66,0,0
1679412007081,71,TearDown - Delete Table  WCP_JOB_POSTS,200,OK,TearDown 1-1,text,true,,10,0,1,1,null,71,0,0
1679412007152,71,TearDown - Delete Table  WCP_JOB_TYPE,200,OK,TearDown 1-1,text,true,,10,0,1,1,null,71,0,0
1679412007223,69,TearDown - Delete Table  ORG_INFO,200,OK,TearDown 1-1,text,true,,9,0,1,1,null,69,0,0
1679412007292,69,TearDown - Check Table - WCP_JOB_POSTS,200,OK,TearDown 1-1,text,true,,8,0,1,1,null,69,0,0
1679412007361,68,TearDown - Check Table - WCP_JOB_TYPE,200,OK,TearDown 1-1,text,true,,8,0,1,1,null,68,0,0
1679412007429,67,TearDown - Check Table - ORG_INFO,200,OK,TearDown 1-1,text,true,,8,0,1,1,null,67,0,0
