timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1679236228549,86,"AWCP004  - 200 - Check districtCode, pageNo, pageSize",200,,/stores 1-1,text,true,,1415,327,1,1,http://13.229.198.3/stores?districtCode=004&pageNo=1&pageSize=10,86,0,0
1679236229555,111,"AWCP004  - 200 - Check textSearch, pageNo, page Size",200,,/stores 1-1,text,true,,4832,330,1,1,http://13.229.198.3/stores?textSearch=Building&pageNo=1&pageSize=10,111,0,0
1679236230497,83,"AWCP004  - 200 - Check regionCode, districtCode, textSearch, pageNo, page Size",200,,/stores 1-1,text,true,,343,361,1,1,http://13.229.198.3/stores?textSearch=Building&pageNo=1&pageSize=10&districtCode=004&regionCode=01,83,0,0
1679236231660,74,AWCP004 - 400 - Check pageNo Format integer,400,,/stores 1-1,text,true,,363,305,1,1,http://13.229.198.3/stores?pageNo=32fj023c,74,0,0
1679236231734,159,AWCP004 - 400 - Check pageNo Min 1,400,,/stores 1-1,text,true,,357,298,1,1,http://13.229.198.3/stores?pageNo=0,159,0,74
1679236231893,205,"AWCP004 - 400 - Check pageNo Max 2,147,483,647",400,,/stores 1-1,text,true,,363,307,1,1,http://13.229.198.3/stores?pageNo=2147483648,205,0,89
1679236232099,174,AWCP004 - 400 - Check pageSixe Format integer,400,,/stores 1-1,text,true,,365,308,1,1,http://13.229.198.3/stores?pageSize=f3j2f9-23,171,0,82
1679236232273,3135,AWCP004 - 400 - Check pageSixe Min 1,400,,/stores 1-1,text,false,"The operation lasted too long: It took 3,135 milliseconds, but should not have lasted longer than 600 milliseconds.",365,308,1,1,http://13.229.198.3/stores?pageSize=f3j2f9-23,3135,0,3065
1679236235408,123,"AWCP004 - 400 - Check pageSixe Max 2,147,483,647",400,,/stores 1-1,text,true,,365,308,1,1,http://13.229.198.3/stores?pageSize=f3j2f9-23,122,0,55
1679236235531,189,AWCP004 - 401 - Check Headers - sso-api-key empty,401,,/stores 1-1,text,true,,357,194,1,1,http://13.229.198.3/stores,189,0,86
1679236235720,94,AWCP004 - 401 - Check Headers - sso-api-key incorrect,401,,/stores 1-1,text,true,,359,233,1,1,http://13.229.198.3/stores,94,0,0
1679236235814,96,AWCP004 - 401 - Check  Headers - org-id empty,401,,/stores 1-1,text,true,,352,243,1,1,http://13.229.198.3/stores,96,0,0
1679236235910,105,AWCP004 - 401 - Check Headers - sso-client empty,401,,/stores 1-1,text,true,,356,262,1,1,http://13.229.198.3/stores,105,0,0
1679236236017,706,TearDown - Delete Table ORG_INFO,200,OK,TearDown 1-1,text,true,,11,0,1,1,null,706,0,609
1679236236724,77,TearDown - Check Table - ORG_INFO,200,OK,TearDown 1-1,text,true,,8,0,1,1,null,77,0,0
