ID,ORG_ID,NAME,SHORT_NAME,TYPE,REGION_CODE,REGION_NAME,REGION_PREFIX,DISTRICT_CODE,DISTRICT_NAME,DISTRICT_PREFIX,ADDRESS,WEBSITE,EMAIL,PHONE_NUMBER,BUSINESS_CODE,AVATAR,AVATAR_CDN_FILE_ID,MAP_IMAGE,MAP_IMAGE_CDN_FILE_ID,STORE_IMAGE,STORE_IMAGE_CDN_FILE_ID,MAP_URL,CBM_URL,CBM_SHARE_API,ADL_API,IS_ACTIVE,REPRESENTATIVE_CID,REPRESENTATIVE_NAME,REPRESENTATIVE_PHONE_NUMBER,CDN_OWNER_ID,PUBLISHED_AT,LAST_UPDATED_AT,IS_DELETED,CREATED_AT,UPDATED_AT
07454852-2604-477e-a599-3d0b5920355e,958f55be-2787-4b4a-94fd-f9b3571f1604,form,form,STORE,31,H?i Phòng,Thành ph?,,,,,https://vatlieuxaydungcvghanoi.com/cua-hang/123123,,123123,,https://static.cvgbuilding.com/store/7ceb9a41-3c25-47b8-8630-cfabc43c0844/62a09ce6-af43-4615-b1de-30d32873f7a1.jpg,62a09ce6-af43-4615-b1de-30d32873f7a1,,,,,,,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,fa93e270-4bd7-4dcb-85f2-bc0137e28c80,2023-01-06 03:32:26.000,2023-01-06 03:39:13.000,NO,2023-01-06 03:32:26.000,2023-01-06 03:39:13.000
0872a5f0-4baf-4e21-bb13-6ad5643b864f,958f55be-2787-4b4a-94fd-f9b3571f1604,remove image,state,STORE,48,?à N?ng,Thành ph?,,,,,,,123,,https://static.cvgbuilding.com/store/41d470ca-af63-476e-af5c-35aec4106434/30bd58c3-e2ac-4d5d-aeaf-73f7aa9c3672.jpg,30bd58c3-e2ac-4d5d-aeaf-73f7aa9c3672,,,,,,,,,YES,41c5323d-b99c-4455-83e8-32202df20b5f,Huy?n 2,0345375625,7453586f-874f-4837-86f8-fc91a388d252,2022-12-23 10:25:16.000,2022-12-26 04:09:55.000,NO,2022-12-23 10:25:16.000,2022-12-26 04:09:55.000
08ffc7fd-e850-42c8-ba8d-11d6eca08a53,958f55be-2787-4b4a-94fd-f9b3571f1604,?i?m bán lan2 test,lan2,STORE,01,Hà N?i,Thành ph?,001,Ba ?ình,Qu?n,34,,nguyenngoclantb95@gmail.com,0987636212,jksf,https://static.cvgbuilding.com/store/059add79-a30b-4e9d-a1aa-9677e4c94b39/6ff79d2d-bcbc-4c61-9640-ae3c1b40d38a.jpg,6ff79d2d-bcbc-4c61-9640-ae3c1b40d38a,,,,,,,,,YES,4a4d5414-caa9-4889-933a-970407c3a7ed,Lanntn2,0866753182,b790eaea-9e24-4316-b295-e33efc704b8c,2023-01-13 08:50:54.000,2023-01-16 02:10:28.000,NO,2023-01-13 08:50:54.000,2023-01-16 02:10:28.000
09eac030-17be-4632-afc3-f9b8490fbc0a,958f55be-2787-4b4a-94fd-f9b3571f1604,test ng??i 1,test ng??i1,STORE,01,Hà N?i,Thành ph?,,,,,,,123,,https://static.cvgbuilding.com/store/480373fa-9334-485d-bb6d-4a2fdb9e67dd/42482528-2dda-4f18-899b-24c78ec77b26.jpg,42482528-2dda-4f18-899b-24c78ec77b26,,,,,,,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,eb56175b-5022-4fed-9e00-c9d2da35f446,2023-02-07 09:02:56.000,2023-02-07 09:36:57.000,NO,2023-02-07 09:02:56.000,2023-02-07 09:36:57.000
0c497cc5-99e6-425c-94e0-2fef26608c0d,958f55be-2787-4b4a-94fd-f9b3571f1604,Công ty ??a ph??ng,CT?P,LOCAL,91,Kiên Giang,T?nh,899,R?ch Giá,Thành ph?,,Hanoinghinnamvanhien,,19000000,123456789,,,,,,,,,,,YES,bf811462-1056-41dd-acfd-8d1055a12f55,Dung,0369063416,,2023-01-12 07:18:00.000,2023-01-13 03:28:37.000,NO,2023-01-12 07:18:00.000,2023-01-13 03:28:37.000
0c9754af-e294-4a00-9ea7-a2acaa184d1e,958f55be-2787-4b4a-94fd-f9b3571f1604,324,2432423,STORE,01,Hà N?i,Thành ph?,001,Ba ?ình,Qu?n,f435345,undefined/,,0965231222,,https://static.cvgbuilding.com/store/ebf2b846-d69f-45df-9dfb-3f9b6d8a807b/75b6728c-fd6d-40f3-8dbd-f7425bd17443.png,75b6728c-fd6d-40f3-8dbd-f7425bd17443,,,,,,https://vatlieuxaydungcvghanoi.com,,,YES,66a2a22d-ac68-4942-aee7-5a6c4a24df8f,Newaccount,0969123122,,2022-12-26 10:09:58.000,2022-12-26 10:09:58.000,NO,2022-12-26 10:09:58.000,2023-01-03 06:57:03.000
0dbe50e6-f0a8-4ba6-8695-cc55d9ea755b,958f55be-2787-4b4a-94fd-f9b3571f1604,Công ty g?u trúc,gautruc,STORE,01,Hà N?i,Thành ph?,,,,,,,6161616161,,https://static.cvgbuilding.com/store/e8e0bc8f-f9bd-4d26-8e49-e9f8c3787319/3be332b4-3728-42d2-a4a0-02eac507796b.jpeg,3be332b4-3728-42d2-a4a0-02eac507796b,,,,,,https://vatlieuxaydungcvghanoi.com,,,YES,43c994c0-4f7b-4e59-ba71-d1da1ba51234,PQT,0912420451,23b90aab-a817-469d-afff-d6177479410c,2022-12-26 10:33:31.000,2023-01-03 04:29:26.000,NO,2022-12-26 10:33:31.000,2023-01-03 06:57:03.000
0e3b3832-76f7-4333-86c6-41a7af2bb3e3,958f55be-2787-4b4a-94fd-f9b3571f1604,xyz,xyz,STORE,01,Hà N?i,Thành ph?,,,,,,,2222222222,,https://static.cvgbuilding.com/store/5ad0d29f-2fdf-459f-af47-f24d50c17128/c9a16329-02a8-4063-8db8-5706549140ee.png,c9a16329-02a8-4063-8db8-5706549140ee,,,,,,,,,YES,628d1a6d-236c-469d-94d6-77d09b4e126c,Nhân Viên LAN3,0962555555,e9f7e42f-e9cc-48ff-8311-30f32753ebee,2023-01-08 03:51:21.000,2023-01-09 06:57:02.000,NO,2023-01-08 03:51:21.000,2023-01-09 06:57:02.000
0eb88bdb-6f2b-4c5b-95db-c2edbfcab0fb,958f55be-2787-4b4a-94fd-f9b3571f1604,?i?m 2,?i?m 2,LOCAL,89,An Giang,T?nh,,,,,,,0987654321,,,,,,,,,,,,YES,99a40965-528d-47b4-a78d-6d460ad34cb2,Nguy?n H?u C??ng,0399985563,,2022-11-21 08:13:05.000,2022-11-23 04:14:11.000,NO,2022-11-21 08:13:05.000,2023-01-04 10:46:04.000
0f531d3e-8d01-4ec7-ac50-38d5f4b61ff8,958f55be-2787-4b4a-94fd-f9b3571f1604,testurrl,testurrl,STORE,31,H?i Phòng,Thành ph?,,,,,https://12312312312asdasdadadasd12312asdasdasdasdasdasdasdaad?âsdasdasdasdasdasdasdasdas/tesszzzz1,,1231231233,,https://static.cvgbuilding.com/store/ed98c6ca-0dc2-42fc-986a-95c0fdf89752/0dd2a214-8b9c-4d35-b6d4-21f200810e50.png,0dd2a214-8b9c-4d35-b6d4-21f200810e50,,,,,,,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,633caaa0-4a18-45ab-b14d-a37b9e0d22d4,2022-12-21 03:55:00.000,2022-12-22 02:01:29.000,NO,2022-12-21 03:55:00.000,2022-12-22 02:01:29.000
103d24b4-55a0-4633-b528-a41978b1311d,958f55be-2787-4b4a-94fd-f9b3571f1604,?i?m bán g?ch123,G?ch123,STORE,01,Hà N?i,Thành ph?,002,Hoàn Ki?m,Qu?n,123,123,,0245663231,123123123,https://static.cvgbuilding.com/store/88230501-bbad-4d5f-971a-6989745397f7/fd295489-a8fe-4152-9786-2926c5e1d2bc.png,fd295489-a8fe-4152-9786-2926c5e1d2bc,https://static.cvgbuilding.com/store/1a0a7fc0-c39c-4492-831e-dce6d46d7cf2/85dade64-fade-4d88-9541-180a504672e8.png,85dade64-fade-4d88-9541-180a504672e8,https://static.cvgbuilding.com/store/0c875b60-882f-4aa9-b1b3-de79e781f0ac/56978f30-844d-43e9-a472-6003c408cef0.png,56978f30-844d-43e9-a472-6003c408cef0,123,https://vatlieuxaydungcvghanoi.com,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,7adc65f9-5347-4b15-972d-1953ebb6df08,2022-11-25 04:34:31.000,2022-12-01 04:05:42.000,NO,2022-11-25 04:34:31.000,2023-01-03 06:57:03.000
119b64b2-12be-4288-9379-f86c2cd234c9,958f55be-2787-4b4a-94fd-f9b3571f1604,?i?m bán s? 2,DBS2,STORE,79,Thành ph? H? Chí Minh,Thành ph?,,,,,,,0989898856,,https://static.cvgbuilding.com/store/b9aeb452-a97a-45ef-9f2e-83f35e851395/15b6fb67-718f-4067-b088-9458defede74.png,15b6fb67-718f-4067-b088-9458defede74,,,,,,,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,d7fdf1f0-b038-4ace-9cee-8dc7d6fbfe9d,2022-11-22 08:04:55.000,2022-11-24 03:27:00.000,NO,2022-11-22 08:04:55.000,2022-11-24 03:27:00.000
1264e74f-5744-43b0-ac54-d1db0e83961f,958f55be-2787-4b4a-94fd-f9b3571f1604,?nh 1111,1111,STORE,31,H?i Phòng,Thành ph?,,,,,,,19001522,,https://static.cvgbuilding.com/store/6649b053-e984-4bc0-8c1a-410420380474/3bdf0dc8-14fc-4bb4-8547-9bd7894b8432.jpg,3bdf0dc8-14fc-4bb4-8547-9bd7894b8432,,,,,,,,,YES,d652d8a2-a9fe-489d-b5d9-7f18bcda8200,Hoangyen,0358339972,24dcc653-3fa7-4a21-a429-aee58c5b2aa3,2022-11-22 01:55:45.000,2022-12-26 09:08:53.000,NO,2022-11-22 01:55:45.000,2022-12-26 09:08:53.000
12eb8eb3-7942-48d3-93a2-3c5527990076,958f55be-2787-4b4a-94fd-f9b3571f1604,Galaxy no sp,nosp,STORE,37,Ninh Bình,T?nh,374,Hoa L?,Huy?n,,,,0123456789,111222333444555,https://static.cvgbuilding.com/store/b8237979-a4bd-4833-8c6d-30c70ff02f9a/cef4fe27-c807-4199-a246-12500cb76ba5.png,cef4fe27-c807-4199-a246-12500cb76ba5,,,,,,,,,YES,cf190056-9481-44b5-b293-49444540084f,Phan Th? H?ng Nga,0982319892,5bc6fa2e-de51-4e6b-b44b-a01dd704ba49,2023-02-28 02:54:44.000,2023-03-17 01:26:51.000,NO,2023-02-28 02:54:44.000,2023-03-17 01:26:51.000
141d2043-d84b-4e14-9397-49fbfe5bf4a0,958f55be-2787-4b4a-94fd-f9b3571f1604,qwertuiop12121111111111,rrrrrrrrrrrrrrr,STORE,01,Hà N?i,Thành ph?,,,,,,,7777777777,,https://static.cvgbuilding.com/store/c403747c-0381-4ccf-9b58-a8320bb9a68b/6650fe47-e767-4cc5-8f62-a70cb662f6fe.png,6650fe47-e767-4cc5-8f62-a70cb662f6fe,,,,,,,,,YES,1eb515eb-bdf5-4166-bd76-f268c257583c,Nguy?n H?u,0399985562,8d37d007-89d2-4b90-8896-3f2257995bb2,2023-01-08 04:06:49.000,2023-01-09 07:36:18.000,NO,2023-01-08 04:06:49.000,2023-01-09 07:36:18.000
1668c999-beac-46cb-8fa9-446b11e650b5,958f55be-2787-4b4a-94fd-f9b3571f1604,Công ty Avatar 2,4535,STORE,01,Hà N?i,Thành ph?,,,,,,,5566556666,,https://static.cvgbuilding.com/store/a0f1bcdd-ca85-4668-a0bd-c57d0ea916db/cdf99ed4-15b7-4415-9933-0a5332c73f80.jpg,cdf99ed4-15b7-4415-9933-0a5332c73f80,,,,,,https://vatlieuxaydungcvghanoi.com,,,YES,cf190056-9481-44b5-b293-49444540084f,Phan Th? H?ng Nga,0982319892,0d2f8160-75f6-440a-b8cf-b07b42537dfd,2022-12-26 10:29:32.000,2022-12-26 10:29:32.000,NO,2022-12-26 10:29:32.000,2023-01-03 06:57:03.000
1770af26-833e-4458-9e1f-94f2add1d7b6,958f55be-2787-4b4a-94fd-f9b3571f1604,testlan2,testlan1,STORE,01,Hà N?i,Thành ph?,,,,,,,123,,https://static.cvgbuilding.com/store/35e06670-76e1-421d-a362-d1eca8ca10bd/e420283d-66a0-442b-95c4-ff74b98a8912.jpg,e420283d-66a0-442b-95c4-ff74b98a8912,,,,,,https://vatlieuxaydungcvghanoi.com,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,2331406a-9d5d-430d-b779-9086b8f9b418,2023-01-06 03:19:32.000,2023-01-06 03:27:19.000,NO,2023-01-06 03:19:32.000,2023-01-06 09:40:21.000
187dbc04-f07d-4a9b-bb25-68c513889cb2,958f55be-2787-4b4a-94fd-f9b3571f1604,hjghjfjf,gjgfjf,STORE,01,Hà N?i,Thành ph?,,,,,,,255656,,https://static.cvgbuilding.com/store/31bb430a-ca82-4b29-a427-39231f9ddd97/384f8af2-193b-476b-a7ce-153ab2294c68.jpg,384f8af2-193b-476b-a7ce-153ab2294c68,,,,,,,,,YES,4d83ff29-7585-4bb9-9130-c548fb96a9c3,H? H?ng Nhung,0387210480,cfc9d89f-802f-40bf-b8de-3817fcc19216,2023-01-09 08:18:34.000,2023-01-11 01:44:25.000,NO,2023-01-09 08:18:34.000,2023-01-11 01:44:25.000
1885007b-f18a-4885-a097-a43e7180a9d4,958f55be-2787-4b4a-94fd-f9b3571f1604,alo alo,alo alo,STORE,01,Hà N?i,Thành ph?,,,,,https://diaphuong.rk-cvgbuildinggroup.com/zzzzzzzzzzzz,,0345487545,,https://static.cvgbuilding.com/store/843007b7-5b8b-478c-b9de-997017b42c40/11dcf4ea-af00-4c3b-acbc-1c2e8386af61.png,11dcf4ea-af00-4c3b-acbc-1c2e8386af61,,,,,,https://vatlieuxaydungcvghanoi.com,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,,2022-12-23 08:17:55.000,2022-12-26 09:05:54.000,NO,2022-12-23 08:17:55.000,2023-01-03 06:57:03.000
1b4ea242-c6d1-4906-9688-acbcba19bc1d,958f55be-2787-4b4a-94fd-f9b3571f1604,sdgdsg,fdfs,STORE,01,Hà N?i,Thành ph?,,,,,,,0124565,fdsg4t34,https://static.cvgbuilding.com/store/bd840152-4109-4153-a33e-b2d89e4ef55d/ebe4905b-3b41-4ed8-8f7a-7e364010420b.png,ebe4905b-3b41-4ed8-8f7a-7e364010420b,https://static.cvgbuilding.com/store/890c965a-b026-49ad-9610-4bd4ca76c2db/79b153de-0a84-4fe5-9b59-e689d533fea9.jpg,79b153de-0a84-4fe5-9b59-e689d533fea9,,,,,,,YES,4d83ff29-7585-4bb9-9130-c548fb96a9c3,H? H?ng Nhung,0387210480,086dbe39-8228-497a-9bdc-e87af7b71862,2023-01-09 07:34:19.000,2023-01-09 07:34:56.000,NO,2023-01-09 07:34:19.000,2023-01-09 07:34:56.000
1cb157f3-2d37-426a-8e6c-23318e2b4008,958f55be-2787-4b4a-94fd-f9b3571f1604,??ng V?n Ký,?VK,STORE,01,Hà N?i,Thành ph?,001,Ba ?ình,Qu?n,HNBD,undefined/,dvk@gmail.com,0965231551,,https://static.cvgbuilding.com/store/a068fe97-af57-4ddb-be3e-db166d69430c/69914cfe-214a-4b88-956b-4f98b51f7d9e.png,69914cfe-214a-4b88-956b-4f98b51f7d9e,https://static.cvgbuilding.com/store/7a50967f-2b47-4ff7-be4c-4774a046fc59/ad0114e4-753d-44c0-bc0c-d1bfe52f1094.png,ad0114e4-753d-44c0-bc0c-d1bfe52f1094,https://static.cvgbuilding.com/store/9bb07c13-10fc-4764-bac0-1580b6e73bcb/f9a0f494-7558-45d0-b157-37510b044201.png,f9a0f494-7558-45d0-b157-37510b044201,,https://vatlieuxaydungcvghanoi.com,,,YES,66a2a22d-ac68-4942-aee7-5a6c4a24df8f,Newaccount,0969123122,,2022-12-27 01:37:38.000,2022-12-27 04:25:36.000,NO,2022-12-27 01:37:38.000,2023-01-03 06:57:03.000
1ce7880c-b30e-4327-b926-17a9d372d1cd,958f55be-2787-4b4a-94fd-f9b3571f1604,ADL12- Công ty VLXD Hà N?i,VLXD Hà N?i,LOCAL,01,Hà N?i,Thành ph?,019,Nam T? Liêm,Qu?n,Tháp A- Tòa nhà Sông ?à - ???ng M? Trì - qu?n Nam T? Liêm - thành ph? Hà N?i,https://diaphuong.rk-cvgbuildinggroup.com,lienhe_vlxd@gmail.com,0987654321,ADL12,,,,,,,,https://vatlieuxaydungcvghanoi.com,http://cvgbuildinggroup.com:7482/cbm1/api/,https://cvgbuildinggroup.com:7472,NO,2ebe3678-f0ee-46bb-8f63-62ff630bb0a1,Thunt,0349210893,,2022-11-21 07:16:15.000,2023-03-16 07:29:36.000,NO,2022-11-21 07:16:15.000,2023-03-16 07:29:36.000
1f5136f2-61df-4f18-97d6-b0db74044a4a,958f55be-2787-4b4a-94fd-f9b3571f1604,?i?m bán phía Nam %^$,PN,STORE,87,??ng Tháp,T?nh,,,,,,,0301214151,,https://static.cvgbuilding.com/store/b9aeb452-a97a-45ef-9f2e-83f35e851395/15b6fb67-718f-4067-b088-9458defede74.png,15b6fb67-718f-4067-b088-9458defede74,,,,,,https://vatlieuxaydungcvghanoi.com,,,YES,aa2943f9-1c06-4969-aaad-697556e20cce,Tr??ng Nguy?n Hoàng Thùy Linh Ng?c Mai H?ng Tuy?tt,0306666666,d7fdf1f0-b038-4ace-9cee-8dc7d6fbfe9d,2022-11-24 02:19:13.000,2022-11-25 04:20:48.000,NO,2022-11-24 02:19:13.000,2023-02-06 02:38:40.000
22ce88ab-4cd1-46ab-b411-bf0f02e53963,958f55be-2787-4b4a-94fd-f9b3571f1604,Công ty VLXD Nam ??nh,VLXD ND,LOCAL,36,Nam ??nh,T?nh,356,Nam ??nh,Thành ph?,thành ph? Nam ??nh,,,0122145555,thành ph? Nam ??nh,,,,,,,,,,,YES,2ebe3678-f0ee-46bb-8f63-62ff630bb0a1,Thunt,0349210893,,2023-01-12 02:34:31.000,2023-01-13 04:47:20.000,NO,2023-01-12 02:34:31.000,2023-01-13 04:47:20.000
23a93162-973e-4c55-922d-f96fb7350067,958f55be-2787-4b4a-94fd-f9b3571f1604,Công Ty ??a Ph??ng Hòa Bình(WCP2),hòa hình company,LOCAL,17,Hoà Bình,T?nh,,,,,https://diaphuong.rk-cvgbuildinggroup.com,,0000000000,,,,,,,,,https://vatlieuxaydungcvghanoi.com,http://10.152.183.40:8080/cbm1/api/,https://cvgbuildinggroup.com:7472,YES,41c5323d-b99c-4455-83e8-32202df20b5f,Huy?n 2,0345375625,,2023-01-06 07:38:35.000,2023-02-23 03:30:06.000,NO,2023-01-06 07:38:35.000,2023-02-23 03:30:06.000
2583341b-3624-445e-9c28-c81ce5c8941a,958f55be-2787-4b4a-94fd-f9b3571f1604,reyre,frfg,STORE,01,Hà N?i,Thành ph?,,,,,,,2565658,ry?tyeye,https://static.cvgbuilding.com/store/a902ecc7-1752-4938-b02f-749185f6c924/d9a49f63-679c-432a-8ad9-6047d8f40a7f.jpg,d9a49f63-679c-432a-8ad9-6047d8f40a7f,https://static.cvgbuilding.com/store/030ce14b-73e5-4221-af3c-2a63adbc33e5/aab0554d-ba92-457f-a235-c63b01a2a32c.jpg,aab0554d-ba92-457f-a235-c63b01a2a32c,,,,,,,YES,4d83ff29-7585-4bb9-9130-c548fb96a9c3,H? H?ng Nhung,0387210480,8e5a4009-8420-428b-bcbc-0b62138d523c,2023-01-09 07:35:35.000,2023-01-09 07:35:35.000,NO,2023-01-09 07:35:35.000,2023-01-09 07:35:35.000
